Epoch [1/10], Step [1/19], Loss: 0.8700
Epoch [6/10], Step [4/19], Loss: nan
Epoch [6/10], Step [5/19], Loss: nan
Epoch [6/10], Step [6/19], Loss: nan
Epoch [6/10], Step [7/19], Loss: nan
Epoch [6/10], Step [8/19], Loss: nan
Epoch [6/10], Step [9/19], Loss: nan
Epoch [6/10], Step [10/19], Loss: nan
Epoch [6/10], Step [11/19], Loss: nan
Epoch [6/10], Step [12/19], Loss: nan
Epoch [6/10], Step [13/19], Loss: nan
Epoch [6/10], Step [14/19], Loss: nan
Epoch [6/10], Step [15/19], Loss: nan
Epoch [6/10], Step [16/19], Loss: nan
Epoch [6/10], Step [17/19], Loss: nan
Epoch [6/10], Step [18/19], Loss: nan
Epoch [6/10], Step [19/19], Loss: nan
Epoch [6/10], Average Loss: nan
Epoch [7/10], Step [1/19], Loss: nan
Epoch [7/10], Step [2/19], Loss: nan
Epoch [7/10], Step [3/19], Loss: nan
Epoch [7/10], Step [4/19], Loss: nan
Epoch [7/10], Step [5/19], Loss: nan
Epoch [7/10], Step [6/19], Loss: nan
Epoch [7/10], Step [7/19], Loss: nan
Epoch [7/10], Step [8/19], Loss: nan
Epoch [7/10], Step [9/19], Loss: nan
Epoch [7/10], Step [10/19], Loss: nan
Epoch [7/10], Step [11/19], Loss: nan
Epoch [7/10], Step [12/19], Loss: nan
Epoch [7/10], Step [13/19], Loss: nan
Epoch [7/10], Step [14/19], Loss: nan
Epoch [7/10], Step [15/19], Loss: nan
Epoch [7/10], Step [16/19], Loss: nan
Epoch [7/10], Step [17/19], Loss: nan
Epoch [7/10], Step [18/19], Loss: nan
Epoch [7/10], Step [19/19], Loss: nan
Epoch [7/10], Average Loss: nan
Epoch [8/10], Step [1/19], Loss: nan
Epoch [8/10], Step [2/19], Loss: nan
Epoch [8/10], Step [3/19], Loss: nan
Epoch [8/10], Step [4/19], Loss: nan
Epoch [8/10], Step [5/19], Loss: nan
Epoch [8/10], Step [6/19], Loss: nan
Epoch [8/10], Step [7/19], Loss: nan
Epoch [8/10], Step [8/19], Loss: nan
Epoch [8/10], Step [9/19], Loss: nan
Epoch [8/10], Step [10/19], Loss: nan
Epoch [8/10], Step [11/19], Loss: nan
Epoch [8/10], Step [12/19], Loss: nan
Epoch [8/10], Step [13/19], Loss: nan
Epoch [8/10], Step [14/19], Loss: nan
Epoch [8/10], Step [15/19], Loss: nan
Epoch [8/10], Step [16/19], Loss: nan
Epoch [8/10], Step [17/19], Loss: nan
Epoch [8/10], Step [18/19], Loss: nan
Epoch [8/10], Step [19/19], Loss: nan
Epoch [8/10], Average Loss: nan
Epoch [9/10], Step [1/19], Loss: nan
Epoch [9/10], Step [2/19], Loss: nan
Epoch [9/10], Step [3/19], Loss: nan
Epoch [9/10], Step [4/19], Loss: nan
Epoch [9/10], Step [5/19], Loss: nan
Epoch [9/10], Step [6/19], Loss: nan
Epoch [9/10], Step [7/19], Loss: nan
Epoch [9/10], Step [8/19], Loss: nan
Epoch [9/10], Step [9/19], Loss: nan
Epoch [9/10], Step [10/19], Loss: nan
Epoch [9/10], Step [11/19], Loss: nan
Epoch [9/10], Step [12/19], Loss: nan
Epoch [9/10], Step [13/19], Loss: nan
Epoch [9/10], Step [14/19], Loss: nan
Epoch [9/10], Step [15/19], Loss: nan
Epoch [9/10], Step [16/19], Loss: nan
Epoch [9/10], Step [17/19], Loss: nan
Epoch [9/10], Step [18/19], Loss: nan
Epoch [9/10], Step [19/19], Loss: nan
Epoch [9/10], Average Loss: nan
Epoch [10/10], Step [1/19], Loss: nan
Epoch [10/10], Step [2/19], Loss: nan
Epoch [10/10], Step [3/19], Loss: nan
Epoch [10/10], Step [4/19], Loss: nan
Epoch [10/10], Step [5/19], Loss: nan
Epoch [10/10], Step [6/19], Loss: nan
Epoch [10/10], Step [7/19], Loss: nan
Epoch [10/10], Step [8/19], Loss: nan
Epoch [10/10], Step [9/19], Loss: nan
Epoch [10/10], Step [10/19], Loss: nan
Epoch [10/10], Step [11/19], Loss: nan
Epoch [10/10], Step [12/19], Loss: nan
Epoch [10/10], Step [13/19], Loss: nan
Epoch [10/10], Step [14/19], Loss: nan
Epoch [10/10], Step [15/19], Loss: nan
Epoch [10/10], Step [16/19], Loss: nan
Epoch [10/10], Step [17/19], Loss: nan
Epoch [10/10], Step [18/19], Loss: nan
Epoch [10/10], Step [19/19], Loss: nan
Epoch [10/10], Average Loss: nan
Training complete!
